,keyword,type,text,literal,neu_diff,pos_diff,neg_diff,off_diff,n-off_diff
266,go all the way,go all the way,There are women that go all the way and try to falsely accuse guys of rape. ,have sex,-0.091481159,-0.219508074,0.041480977,0.066703169,-0.119988035
267,stout,stout,"For example, if prairie dogs see a tall, thin man wearing red and a short, stout man wearing blue, the calls will sound different. ",fat,-0.119524825,-0.213432701,0.740958334,1.00427426,-0.195680387
268,stout,stout,"If you evolved in northern climates, like the Aleut or the Eskimo populations did, heat retention is facilitated by being short and stout. ",fat,-0.150308962,-0.672665506,8.595158107,0.64775334,-0.095379625
269,stout,stout,"Mason noticed people of all variety: mechanics, stout wives in fur, young girls who squealed and kissed each other, gawky boys who made faces, pinched girls, or threw a stone and ran. ",fat,-0.076424164,-0.232764143,0.68806746,0.287473737,-0.210614465
270,stout,stout,"The running game struggled against the stout Denver front seven, as the Broncos were able to beat our linemen from the snap, filling up gaps, and getting into the backfield. ",fat,-0.011268248,-0.104167795,0.182248313,0.406053506,-0.064945876
271,stout,stout,"But you need to be stout or scrawny to be a redneck, although being neither doesn't disqualify you. ",fat,-0.200807789,-0.310008063,0.293471761,0.227827274,-0.326049419
272,stout,stout,"Dauphine was a stout woman who dressed like the part-time voodoo mambo that she was, skirts. ",fat,-0.528006441,-0.688851594,2.898101217,0.550972139,-0.527081855
273,disabled,disabled,"I'm in the same situation-- disabled, chronic pain, artist, no ""visible disability"" (even when I'm in my chair), and nobody understands that it takes us longer to do *everything*. ",crippled,-0.183942824,-0.183017767,0.033777268,0.163980595,-0.028454325
274,disabled,disabled,"Whether they take the form of the neurologist's ""multimodal"" sensory integrations or the alternative sense organs described by ""disabled"" writers and performers, these re-organized sensations suggest a need for (interdisciplinary?) (anti-disciplinary?) methods of understanding Curry Student Center ",crippled,-0.018896295,-0.07609377,0.185514314,0.088608618,-0.011495415
275,disabled,disabled,"The proud smile of a first-grader who suddenly ""gets"" a math problem; the beaming face of a shut-in as she receives a long-awaited volunteer visitor; the opportunity for a disabled veteran to attend a Redskins game, escaping the hard realities of his hospital stay; and the relief etched on the faces of children as they enjoy a shower and warm meal in a Red Cross facility following a disaster. ",crippled,0.269817596,-0.028542839,0.383606722,0.203392471,-0.037240346
276,disabled,disabled,"It was a crime against the disabled, and she is out on the streets cured. ",crippled,0.829606714,0.746567593,-0.09281661,-0.09796589,0.057894312
277,disabled,disabled,Many of the elderly or disabled don't want a fancy phone just a way to call for help in case of trouble. ,crippled,-0.025346317,-0.065795271,0.01367034,0.290278102,-0.068866167
278,disabled,disabled,I am a 40 year old disabled vet who has returned to school for my political science degree. ,crippled,-0.09907023,-0.235655249,1.210225153,0.769162083,-0.255755551
279,disabled,disabled,The money I got from it was donated to fund raising for disabled kids. ,crippled,0.132686846,-0.227293618,0.458255183,-0.161738758,0.023490937
280,disabled,disabled,"He used the information of a deceased and developmentally disabled individual from a Nassau County group home to obtain a fraudulent debit card and was also arrested for credit card fraud near Atlanta, Georgia. records from this breach used in our total: 56 ",crippled,0.004577682,-0.016738292,-0.001227463,-0.016659681,0.008952071
281,disabled,disabled,"When, during the speech, he belted out ""All Americans, male or female, young and not so young, black or white or hispanic or asian, gay or straight, disabled and not disabled"" I thought it was impossible. ",crippled,-0.035318298,-0.022921503,0.02803868,-0.012307451,0.011696464
282,disabled,disabled,"When, during the speech, he belted out ""All Americans, male or female, young and not so young, black or white and not disabled"" I thought it was impossible. ",crippled,-0.008684292,-0.028977251,0.013011437,-0.004629077,0.001741291
283,disabled,disabled,This of course is all dependent on never missing a paycheck or becoming to disabled to do my physically demanding job. ,crippled,0.056471601,0.100154282,-0.099461869,0.024200329,-0.009358567
284,disabled,disabled,"This site is terrific, but I work with developmentally disabled adults with the interests and attention span of 4-5 year olds. ",crippled,0.025675919,-0.002466936,-0.012563753,-0.485008035,0.081090535
285,disabled,disabled,She sits back and watches as their disabled teenage son idolizes Walt's coolness and simultaneously result of her oft-understandable protectiveness. ,crippled,0.005076783,-0.101383914,0.082764507,0.4244624,-0.104626178
286,disabled,disabled,Can it be disabled? ,crippled,0.11009471,0.146764609,-0.273541984,0.149661781,-0.020392813
287,disabled,disabled,I am a disabled Vietnam veteran who served honorably. ,crippled,0.041369924,-0.170788801,0.65231637,0.477415673,-0.093808424
288,disabled,disabled,I liked Langevin too b/c it's not easy to be disabled as he is and achieve &; work long hours in politics world or our cruel society. ,crippled,-0.006014706,0.127708868,-0.081182428,0.069207472,-0.031946484
289,disabled,disabled,"You're half in love with Skyler, Walt's beautiful resourceful wife (Anna Gunn) and handsome disabled son (RJ Mitte); you have an insider's knowledge of his extended family, including his blustery Drug Enforcement Administration brother-in-law Hank (Dean Norris) and Skyler's ditzy kleptomaniac sister Marie (Betsy Brandt). ",crippled,0.067339077,-0.011706198,0.021351993,-0.046983209,0.024008182
290,disabled,disabled,"I DO have a driver's license, but there are many elderly and disabled people living in my building who DO NOT. ",crippled,-0.115600904,-0.165372626,0.096111827,0.570554787,-0.215810957
291,disabled,disabled,"You are (no matter what the licensing boards say) career working with the disabled and recovering elderly, among others. ",crippled,0.060531481,-0.30622889,0.75819078,0.479671544,-0.052328874
292,disabled,disabled,"Got all the working people and stay-home moms who use it to go to a council meeting and tell them how much it would cost them if all the health benefits, daycare and disease-prevention factors would fall to the city if they offed the pool-- as well as how many tax dollars would disappear if some of them became so disabled they could no longer work. ",crippled,-0.110335949,-0.207609222,0.070868614,0.141456046,-0.037705974
293,disabled,disabled,"If the judges decision will state the failure of the prior consent or the unlawful dissemination of the disabled students data both It is actually forbidden, in fact, for natural persons, to disseminate other peoples data without the prior consent. ",crippled,0.04988664,-0.009851333,-0.015801129,-0.058165257,0.018220962
294,disabled,disabled,I couldn't help but feel like I was in a school for the mentally disabled for most of my public school experience. ,crippled,-0.299194302,-0.40945043,0.205557347,-0.169199856,0.116130594
295,disabled,disabled,"You can argue that the government (ie taxpayers) should pay for the uninsured sick and disabled, but keep in mind that you're subsidizing irresponsibility. ",crippled,-0.102300816,-0.14995182,0.022740514,0.124272634,-0.070562105
296,disabled,disabled,"As someone who has several family members disabled and martryed since the emperior's era, it makes me sick to my stomach to find out that the final beneficiary of the bitter 30 years struggles are only a few bunch of TPLF elites as supposed to all the Ethio-Eritrean masses equally. ",crippled,-0.097311843,-0.112498633,0.00616003,0.05182691,-0.028268466
297,disabled,disabled,"You'll see what daily life was like for workers, the poor, the elderly, the sick, the disabled, refugees, women, children, slaves, and soldiers. ",crippled,-0.034861785,-0.014670344,0.026508341,0.111656748,-0.04230166
298,disabled,disabled,"These things are all true of angels and humans who have the necessary mental ability (I say necessary because some human persons, babies and the mentally disabled lack the necessary mental ability to sin). ",crippled,0.117746333,0.124225121,-0.19470579,-0.118183371,0.13202332
299,disabled,disabled,There could be an argument made for covering people who truly can't afford it (ie extremely disabled from birth). ,crippled,-0.086653319,-0.131347735,0.078552232,0.091794514,-0.025307101
300,disabled,disabled,"I paid those premiums for TWENTY ONE years, until an unrelated surgery disabled me making me eligible for medicare &; disability at 63 years old. ",crippled,-0.299120726,-0.284906102,0.234951049,0.141687056,-0.024416867
301,disabled,disabled,"Ivan Nova, Yankees: Nova's frustating sophomore season took a turn for the worse last week when he went on the 15-day disabled list with rotator cuff inflammation. ",crippled,-0.099355375,-0.103901524,0.009018352,-0.039220614,0.010430555
302,disabled,disabled,"During the Thrawn Campaign, she flew a Z-95 Headhunter and flew at the Battle for the Katana fleet, though she was disabled by an ion cannon. 30 During the First Corellian Insurrection, Jade Skywalker piloted her ship, the Jade's Fire, and used it in several different instances. ",crippled,-0.029723074,-0.012176392,0.406703116,0.062027131,-0.012722156
303,special needs,special needs,"She is only 9 years old but is a ""special needs"" horse because she has very limited vision. ",retarded,-0.174843122,-0.147133777,0.038648274,0.539480528,-0.291162614
304,special needs,special needs,"Boy Scout Troop 601, a Church-sponsored unit from Utah's Great Salt Lake Council, included several special needs Scouts that ranged in age from the mid-20s to late 40s. ",retarded,0.026734263,-0.329785482,1.68828133,0.22346543,-0.017931466
305,special needs,special needs,Children with Special Needs Left Behind One issue of The Beacon: Journal of Special Education Law and Practice focused on these issues. ,retarded,-0.161782998,-0.118494169,1.037311075,0.15464633,-0.013487396
306,special needs,special needs,My friend who adopted little Isaac from China last Christmas recommended it and ohmystars! it is amazing! she even has some video clips online. if you haven't heard of her yet... go check her out! and if you need an extra book to read on that long plane flight...i'd recommend that one!: ) praying you have a safe trip!! i am nannying part time for a family that is right now in the process of adopting two special needs little boys from china-wonder if they're in the same province as your little treasure!: Calla was born I just wanted to say how happy I am for you and Ian. ,retarded,0.42434026,-0.006110723,0.85208933,6.642267617,-0.286548092
307,special needs,special needs,I was lucky enough to qualify for the McKay grant and put him in a private Christian school for special needs. ,retarded,1.4963368,-0.349525112,8.2810961,0.688528366,-0.03556443
308,special needs,special needs,"Its someone who has weighed the pros and cons and has decided that a shelter dog just isn't right for their growing family, special needs child, older parent, or active jogger. ",retarded,-0.255669408,-0.2528189,0.060776111,1.94032767,-0.323447053
309,special needs,special needs,"Laura is heavily involved in the adoption community and that much money could tip the scales for a half dozen people, as to whether they can afford to adopt a special needs kid or not. ",retarded,-0.220561934,-0.529221016,3.153355554,8.818921454,-0.578586724
310,special needs,special needs,My girls both have their own variety pack of special needs. ,retarded,-0.800274063,-0.899759705,11.42064709,7.983301023,-0.637176413
311,special needs,special needs,"Historically, many United Ways across the country have been instrumental in forming and supporting organizations that focus on fair housing, supportive services and special needs housing. ",retarded,0.127774204,-0.038855594,0.225473298,0.04496555,-0.002249487
312,special needs,special needs,"Parents and attorneys of special education students in the District say DCPS is pushing children out of specialized private schools and back into their neighborhood schools in an effort to meet a directive from Mayor Vincent Gray to cut in half the number of special needs students in private placements by 2014-- moving 1,100 of them. ",retarded,-0.130798635,-0.190131884,0.25664837,0.144973145,-0.018048158
313,special needs,special needs,Yes you have a child with special needs but i am sure he is funny loving and if he/she is blessed with an extra chromosome well those idiot (the one that pester for entertainment) one must also take pitty as they have few chromosome. ,retarded,0.031857207,-0.54299164,1.972486668,0.113086609,-0.290229572
314,special needs,special needs,"The reasons are interesting as well, having a child with special needs is a prevalent reason to home school. ",retarded,1.443191593,-0.537740598,11.45012818,2.601716564,-0.182315787
315,special needs,special needs,"And as a father of a child with special needs, I thought it was really worthwhile. ",retarded,2.232459579,-0.233333478,8.257308697,2.886981264,-0.212163826
316,disadvantaged,disadvantaged,About The Atlantic Philanthropies: The Atlantic Philanthropies are dedicated to bringing about lasting changes in the lives of disadvantaged and vulnerable people. ,poor,0.111247768,-0.050458757,0.670615545,0.302329829,-0.018407596
317,disadvantaged,disadvantaged,"Only through great struggle have racial minorities been able to come to the point that for some of them, race does not automatically = disadvantaged especially in terms of poverty. ",poor,-0.025649978,-0.00778036,0.118563578,0.148973484,-0.035421807
318,disadvantaged,disadvantaged,"More interestingly, the official language of Mauritius is English, and at schools Mauritian Creole is not used in delivering education, a quite precarious situation for disadvantaged children attending school, as language is the ""base"" or foundation of all human understanding universally. ",poor,-0.127489599,-0.177607536,0.110756868,0.222231001,-0.025146939
319,disadvantaged,disadvantaged,"The program set up literacy programs, provided educational and pedagogical materials, and empowered the socially disadvantaged with literacy training. ",poor,0.142062176,-0.141958152,0.974401688,0.248501844,-0.022331357
320,disadvantaged,disadvantaged,"He also co-founded The Urban Alliance Foundation, a non-profit organization that partners with corporations to provide economically disadvantaged youth with year-round paid internships, adult mentors and job training. ",poor,0.212394744,-0.211610639,1.424048195,0.191937078,-0.015366217
321,disadvantaged,disadvantaged,"The current study examined 205 youth and mentor relationships from Project: Youth Connect (PYC), which aims to prevent, reduce, and delay substance abuse among at-risk youth (students identified as economically disadvantaged and/or having academic issues). ",poor,-0.028640418,-0.119634035,0.468705998,0.055378005,-0.011995626
322,disadvantaged,disadvantaged,"Yudin leads efforts to help ensure equal access to services leading to improved outcomes for all children, particularly educationally disadvantaged children. ",poor,0.082027839,-0.019798522,0.422469626,0.093028812,-0.007804771
323,disadvantaged,disadvantaged,"He started an open-admissions charter high school serving an economically disadvantaged student population, and proved that it is possible to take incoming freshmen reading at the fourth-grade level and achieve three-and-a-half grade levels of growth in one year. ",poor,0.199740537,-0.02771489,0.617051836,0.325003434,-0.022019849
324,disadvantaged,disadvantaged,"But I envision a completely different system to be a safety net with no holes for the disadvantaged and non competitive.1 Draft every individual at 16 for 8,000 hours of work for our nation in exchange for free public education and free medical for the rest of their life. ",poor,-0.015075071,-0.033430447,0.123048411,0.184496471,-0.020606091
325,disadvantaged,disadvantaged,"One such case involves a local market sitting on an incredibly choice, highly demanded, to swallow piece-by-piece, with the ultimate goal being to put the owners' remainder in such a disadvantaged position that they will be forced to sell entirely. ",poor,-0.420093148,-0.586996715,0.48456797,0.173625808,-0.030509177
326,disadvantaged,disadvantaged,"Now'proposes beginning those local economic renewal activities which could enable people, especially disadvantaged people to start meeting some of their own urgent needs. ",poor,0.082915687,-0.075512049,0.638352994,0.345358408,-0.024346329
327,disadvantaged,disadvantaged,"My compassion for genuinely homeless, disabled and disadvantaged has been almost entirely eroded by the daily assault. ",poor,-0.044543301,-0.021100235,0.005427517,0.079743039,-0.047599227
328,disadvantaged,disadvantaged,"To me, saying, ""You are Black/Native American/Hispanic/etc., you must be disadvantaged and need help,"" is a huge and offensive assumption. ",poor,-0.155244332,-0.110023339,0.021099743,0.223413102,-0.147718421
329,disadvantaged,disadvantaged,"My reasons for doing so are not motivated out of contempt for those who are economically disadvantaged, but rather by simple probability. ",poor,-0.095227023,-0.133999987,0.212047853,0.138906581,-0.035412137
330,underdeveloped,underdeveloped,"In the end, according to Mr. Good, if you come to believe in AGW, something must be done no matter what your political grow a more oppressive world government, specifically the UN, control carbon dioxide production and tax the life out of individuals and corporations and give it to underdeveloped nations. ",primitive,-0.140193175,-0.337279647,0.254677768,0.348198604,-0.110422772
331,underdeveloped,underdeveloped,Enterotoxigenic E. coli (ETEC) ETEC are an important cause of diarrhea in infants and travelers in underdeveloped countries or regions of poor sanitation. ,primitive,-0.019495354,-0.077688262,0.003196291,0.037270611,-0.027509035
332,underdeveloped,underdeveloped,"We're half the corrupt leaders of poor, undereducated, underdeveloped nations doesn't deal with poverty. ",primitive,-0.175327187,-0.225713703,0.019790628,0.07099939,-0.122450976
333,underdeveloped,underdeveloped,"Mas would like a new statute in fact, one that would give Catalonia at least partial fiscal control (with 14% of the Spanish GDP and with Spain's taxes perceived as a drain to favor other ""more loyal"" but also chronically underdeveloped regions), but Rajoy would not accept even that. ",primitive,0.02875423,-0.057353447,-0.032230777,0.03290238,-0.004699534
334,underdeveloped,underdeveloped,"His book opposed the introduction of laborsaving machines in the underdeveloped countries on the ground that they ""decrease the demand for labor""! * The logical conclusion from this would be that as inefficient and unproductive as possible. ",primitive,0.043244941,0.024217223,-0.010152788,0.099460457,-0.038404677
335,underdeveloped,underdeveloped,"We should be community-and people-focused in our cultural work, benefit the people, increase support for promoting cultural progress in rural areas and underdeveloped areas and open more public cultural service facilities to the public free of charge. ",primitive,0.217909873,-0.046665393,0.284114816,0.041485706,-0.002457425
336,underdeveloped,underdeveloped,"It's cosmopolitanism, Shillong-style: no such mix exists elsewhere in the state, which is almost wholly rural and underdeveloped: Meghalaya has the second-lowest average level of education in India, with public schools that largely don't function. ",primitive,-0.070484748,-0.140783085,0.033722304,0.149012116,-0.025720981
337,underdeveloped,underdeveloped,One must look at the Ethiopian people themselves not just the leadership in order to read correctly why Ethiopia is underdeveloped and in perpetual shortage of food. ,primitive,-0.144559401,-0.270462744,0.091043988,0.326268526,-0.045501396
338,underdeveloped,underdeveloped,"Although cane sugar requires less processing, harvesting sugar cane is back-breaking, dirty, sweaty work that is primarily done by workers in underdeveloped countries who are paid a starvation wage. ",primitive,-0.133931701,-0.214295241,0.044511143,0.067141108,-0.052770353
339,underdeveloped,underdeveloped,"I mean just when we get some normal recessions/depressions we fall back to the old ways, WWJD (What Would Jefferson/Jesus Do) Looking back with the old days were the US was underdeveloped polio. ",primitive,0.002694735,-0.092171662,0.008122346,0.507999988,-0.078319299
340,underdeveloped,underdeveloped,"This is a humanitarian issue, in addition to a political one: northern blockades on legal cross-border trade have had the effect of driving up food prices along South Sudan's impoverished and chronically underdeveloped frontier. ",primitive,-0.001286174,-0.069724225,0.001318006,0.102545777,-0.020457974
341,underdeveloped,underdeveloped,"It is a small group of office holders in Washington, Khatami asserts, divorced from the values reflected in broad American public opinion "" by propping up oppressive regimes in the underdeveloped world and denying less powerful countries their rightful influence in the international arena, including in the UN Security Council. ",primitive,-0.061044458,-0.123336384,0.031872027,0.106379752,-0.023773275
342,underdeveloped,underdeveloped,Advanced economies have far lower birth rates than underdeveloped economies. ,primitive,0.016269682,-0.159391347,0.114330291,0.13473955,-0.051776348
343,invalid,invalid,"Her brief life is connected with her solipsistic oeuvre, for she was an invalid, in great pain most of her life, and portrayed her suffering in her work. ",cripple,0.315811333,0.455728405,-0.143621012,0.075473167,-0.041495998
344,invalid,invalid,"They exist because at some point in time, a blatant seizure of property was considered valid, and then all possible subsequent, identical seizures were declared invalid, and a huge apparatus was put in place to protect the rights of those who had originally seized the property. ",cripple,-0.004680682,-0.109643809,0.02019385,0.066121873,-0.014577686
345,invalid,invalid,"Underway he met an old invalid on a bridge, who, as is customary asked him how far he was going. ",cripple,-0.009015459,0.013961558,0.026103419,0.509562443,-0.217350979
346,mixed up,mixed up,I do nt under stand all the racist's remarks. he got mixed up in drugs... When will all you young people learn drugs are for stupid people.I grew up poor and worked hard all my life. ,confused,0.156595324,0.207213038,-0.010443864,-0.008568797,0.044328771
347,mixed up,mixed up,"They can't be mixed up! Podany writing for tyden.cz (Week, a weekly journal), the translation is mine, the text is Mr Podany's (but I agree with it): ",confused,-0.160804247,0.102010405,-0.359265219,-0.057235697,0.003407887
348,mixed up,mixed up,"He mixed up the USDA recommmended amounts for the average family of 2.3 people, and used that figure for one person.. WE actually figured it out, and you would have to eat something like 10,000 calories per day to eat those amounts. ",confused,-0.029156779,-0.031561376,0.035020007,0.033347243,-0.003959199
349,mixed up,mixed up,"Sky was so mixed up, he was emotionally confused and trying to prevent the drunk hunk from fucking him. ""Im not done yet."" He said looking to the boy. "" You know you want your dick in my mouth. ",confused,-0.128190972,-0.162296598,0.055764422,-0.000794933,0.0044567
350,mixed up,mixed up,I think he mixed up the names of these two shaikhs in his eagerness to defame these two honorable rulers. ,confused,-0.015258659,-0.019509602,0.008530511,-0.039475957,0.021053927
351,mixed up,mixed up,This is just a Civil War we've been mixed up in. ##3246592 ,confused,0.245400474,0.314961057,-0.045691882,-0.069475144,0.018205659
352,mixed up,mixed up,"It has a lot of bells and whistles, but I only use a few of them and I can't tell you what a joy it is to be able to reorganize my windows (this is how I have mine formatted) or (occasionally) just drag and drop a chapter into a new place when I realize I mixed up a scene. ",confused,0.083294091,-0.032398751,0.18333461,0.029113728,-0.002904993
353,mixed up,mixed up,"I remember that I have had a lot of disabilities and I remember getting over a lot of them, like for reading, for instance and I used to get Rs and Ws mixed up. ",confused,0.158209091,0.290080852,-0.084888942,-0.013235663,0.001717339
354,mixed up,mixed up,"I knew or near enough, but I feigned sleep a little longer, needing to make sense of my mixed up thoughts. ",confused,-0.018751446,-0.041994496,0.061535011,-0.010582733,0.001675998
355,mixed up,mixed up,"We're also seeing a lot of enthusiastic attribution of motives: ""Apple wants to force its customers to use its own products, even when they are not as good as those from rivals,"" opines Joe Nocera in the New York Times. ""They put their own priorities for corporate strategy ahead of user experience,"" suggests Anil Dash. ""Apple put crapware on their most important product on purpose in order to screw a rival at the expense of users,"" claims Mike Elgan over at Cult of Mac. (Elgan's post suggests that Apple ""Google+ is the Google Maps of social networks,"" which makes me wonder if perhaps he hasn't got some other things mixed up.) ",confused,0.016201221,0.071978139,-0.032254953,-0.044572611,0.015044785
356,mixed up,mixed up,"NewsJunkie, you have your car companies mixed up. ",confused,0.024200492,0.013108055,-0.01199395,-0.210733946,0.08113433
357,well off,well off,"If you look at his posts he has tons of poor grammar and spelling, but is apparently well off enough to have a personal generator and plenty of fuel to power his house and cars. ",rich,0.098257803,0.294591093,-0.083816762,0.050069891,-0.033569709
358,well off,well off,"My grandfather, although he eventually became fairly well off (and then later, lost everything again), never even got to high school, let alone college. ",rich,-0.008344325,0.117747183,-0.01934522,0.091463261,-0.012669078
359,well off,well off,Those who are well off voted for Romney. ,rich,-0.001210504,0.104383846,-0.033058783,0.991204776,-0.093899052
360,well off,well off,"As soon as someone (caste no bar) clears IAS in the cow belt (UP, Bihar etc.), he gets matrimonial offers from even well off upper caste parents. ",rich,-0.0789403,0.266043701,-0.074386423,0.015767843,-0.006667489
361,well off,well off,"If you are not well off but have aspirations speak with one of the billionaires on this list, or at least marry one of their children, or even someone on their staff. ",rich,0.078912302,0.402883205,-0.327552237,0.286836832,-0.043449727
362,well off,well off,It is interesting to see that the less well off people are the more they tend to give to buskers. ,rich,0.028935371,0.618212309,-0.353547146,0.20343169,-0.072204453
363,well off,well off,"That is, it does not suggest that because you are white or male or Christian or straight or whatever that you are ""privileged"" in the sense that you are very well off or even well off at all, or that if you aren't deserve it. ",rich,0.035082934,0.470328219,-0.108989208,-0.016122312,0.007630143
364,well off,well off,"He cut out the work again overnight and found it done in the morning, as before; and so it went on for some time: what was got ready in the evening was always done by daybreak, and the good man soon became thriving and well off again. ",rich,0.025055972,-0.005624671,0.096794645,0.158550477,-0.010027336
365,well off,well off,They were always working class and less well off than the generation above them. ,rich,0.25915398,0.438563211,-0.113087785,-0.050556539,0.020367626
366,well off,well off,How fortunate for you to probably start the begining of life well off &; not know the value of a days work. ,rich,0.00445748,-0.05783344,0.164024961,0.264474653,-0.031613128
367,well off,well off,"In developed countries, most people are well off most of the time, and can sustain their consumption needs easily. ",rich,-0.352085729,0.242604688,-0.535125737,0.063651188,-0.0070342
368,economical,economical,"I know that's only circumstantial evidence, but without the threat of inbreeding, is buying a mutt more economical choice-- both because it lacks the breeder price tag and because there's a decreased chance of ailments associated with a limited gene pool? ",cheap,-0.073309581,-0.119687093,0.196004465,0.050069983,-0.009837286
369,economical,economical,Here are a few superb buying processes for the actual economical bride-to-be. ,cheap,-0.23551956,0.056531618,0.046487948,0.856755301,-0.086945306
370,economical,economical,"Its more economical to tear them down now, especially since the state has already agreed to NOT rebuild Casey, its just wasting 10-15 million to delay taking it down. ",cheap,0.022395068,0.184701412,-0.020098844,0.06702485,-0.023913464
371,economical,economical,"Fires occurred on three carriers when planes were smashed in their hangars; and some 146 planes on various ships were lost or damaged beyond economical repair by the fires, by being smashed up, or by being swept overboard. ",cheap,0.014016432,0.032861743,-0.004720472,-0.008037288,0.002446659
372,economical,economical,"Just as the price of a VCR has dropped to less than $70 from the several hundred dollars it cost just ten years ago, Time Travel, once it becomes feasible, will initially be very expensive yet it will become more and more economical as time goes by. ",cheap,0.041709515,-0.43395196,1.408124434,0.260036461,-0.029428631
373,economical,economical,The economical solutions for the young tourists' stay at various famous attractions or near to them are the biggest attraction. ,cheap,-0.304073266,0.032187477,-0.230292388,0.14652199,-0.0084589
374,economical,economical,"If you don't want to pay for that experience and want a more economical solution, you have to have a good training program in place. "" ",cheap,-0.019441615,0.081171611,0.003103186,0.127489192,-0.00691973
375,economical,economical,"Air transport is not always the economical way of moving men and goods, but its expediency in time of crisis creates irresistible pressures run, and despite creation of a west coast coordinating office to make some sense out of priorities inflated beyond all meaning, the jam increased. ",cheap,-0.015747499,0.118055278,-0.001031072,0.060174631,-0.008823983
376,economical,economical,""" Putting politics, religion and one's own personal views aside, it is more economical for an insurance plan to pay for 20 years of contraception than to pay for a single natural childbirth. ",cheap,-0.105981936,0.112475936,0.105084098,0.078906258,-0.024401514
377,economical,economical,"The defect is: free market economy is only an economical situation, nothing more. ",cheap,-0.06845084,0.100197232,0.047177687,0.311291988,-0.061631472
378,economical,economical,"The catch is although the bundelling seems a bad practice, try to evaluate how the big deal costs VS smaller deals. obviously the bigger is the university and the broader are the themes of that University, the more economical a big deal becomes... As low as a few cents per article downlowded even if some journals are never actually used by this university. ",cheap,-0.073812778,-0.135956996,0.106966219,0.083707034,-0.010583998
379,economical,economical,They were economical. ,cheap,-0.160451453,2.46694111,-0.294578764,0.486995726,-0.149747771
380,economical,economical,"What is the Connect car sharing club?: ""... it's an environmentally-friendly, economical alternative to car ownership that can save members hundreds of dollars a month in car ownership costs. ",cheap,-0.153427336,0.041736864,-0.185753058,0.025001809,-0.001948504
381,economical,economical,"They have both been dead reliable, comfortable, and reasonably economical. ",cheap,-0.226620332,0.183985701,-0.032732664,0.170665137,-0.02143702
382,over the hill,over the hill,"Or if you're over the hill and still want kids, what's more important-- complaining about your lower back pain and how high the taxes are, or letting go of your ""adult"" sense of self, loosening up, and having a tea party with your kid? ",old,-0.043024223,-0.133064987,0.055311315,0.15798022,-0.09240783
383,over the hill,over the hill,"There are plenty of people who say the show is kind of over the hill... but still the vast majority go pale in the face when I mention the possibility. ""As he sees it, there's something to be said for wrapping up the series and doing a movie once every couple of years."" Creatively, that would be the way to do it for me. ",old,0.029975437,0.081800139,-0.12466272,0.046772324,-0.004057665
384,over the hill,over the hill,House prices have shot up between 200 and 400% in the same time. 1999 or were they just sensible and today we are over the hill? ,old,0.125700107,0.147770064,-0.068050841,0.41980964,-0.06674593
385,over the hill,over the hill,Milan decided that what they need is a 33-year-old defensive midfielder and a 34-year-old over the hill centre-back. ,old,-0.039062873,-0.058389891,0.197311844,0.069281236,-0.016076047
386,over the hill,over the hill,I understand I need more education to work on the populace in a hospital setting... (this is me talking for the benefit of the discussion).. but as a 54yo with COPD issues (I'm not dropping over dead-yet)-- but to go further into debt (GI-Bill educations still cost you $) without a promise of work-- FU capitalists-- I'm over the hill and I lived the dream-- and thank you for the opportunity to live and to rant-- but take care of your own dad.. (or draft me) (wait can I end up in jail for complications) (forget that stupid draft idea) ,old,-0.093919173,-0.180908458,0.166124002,0.052051,-0.075372858
387,over the hill,over the hill,"If I should dislike it, I already had a preview of the response awaiting me: I was too old, I was over the hill, I was too aged it ""get it."" That became the mantra: ""Ebert doesn't get it."" I disagreed with them about age, which I know more about than most of them, but I had some sympathy about the concept of not ""getting it."" There are many, many things I believe many members of our society don't ""get,"" but I to ""get"" them, only differently evolved. ",old,0.009715665,0.050067443,-0.011516519,0.056041564,-0.006949868
388,intoxicated,intoxicated,"He's not sure what he's looking for but a few gallons of water and a dozen packets of painkillers sound really fucking good right now and, as long as he didn't manage to piss Sam off last night while intoxicated-- and if he did he really hopes that Sam's not being a bitch about it-- the kid has probably been awesome and left something that will make him feel less like the living dead on the bedside table for him. ",drunk,-0.011893635,0.026816606,-0.018894682,0.003373145,-0.019541193
389,intoxicated,intoxicated,"Unhurt, Sammy, a student at a nearby military school, takes Reenie to a soda fountain and tells her that his mother, a movie actress, has virtually slightly intoxicated, at Mavis' house, which also serves as her place of business, and scandalizes customers Lydia and Edna Harper, two gossiping sisters. ",drunk,-0.038039701,-0.01592831,0.038002558,0.119872315,-0.0446908
390,intoxicated,intoxicated,"Brit Hume was unable to hide his growing disgust and, I believe, he was intoxicated. ",drunk,-0.204390958,-0.127881769,0.034770258,0.200313902,-0.165575563
391,intoxicated,intoxicated,"Flight stars Denzel Washington as Whip Whitaker, a struggling alcoholic who pilots a plane intoxicated against his better judgment. ",drunk,-0.003193689,0.048491599,-0.000300336,0.038010959,-0.057703534
392,intoxicated,intoxicated,"Technically the fact that he was intoxicated means it was rape the majority of states have laws that state that if a person is ""under the legal age for sexual consent or of a lowered mental capacity or under the influence of drugs or alcohol"" they can not consent to sexual activity. ",drunk,-0.065402661,-0.057321104,0.026983155,0.038332467,-0.054119804
